Fovea,-46.068493,-23.02524,201.9508,9634
Lesser Trochanter,-9.942436,7.5922756,143.89642,7480
Greater Trochanter,19.834229,-1.9146901,202.29716,9271
Intertrochanteric Line,19.434961,-32.506752,188.92784,9184
Intercondylar Notch,15.334145,6.127304,-198.79225,867
Patellar Surface,20.919174,-26.816973,-166.80945,2263
Lateral Epicondyle,54.993946,4.84486,-183.95663,1138
Medial Epicondyle,-27.020897,10.689964,-190.0646,1414
Most Distal Point,-9.046146,12.636263,-218.28966,68
Most Proximal Point,-25.53354,-22.091543,220.49779,9993
Most Anterior Neck Point,-10.404089,-37.191505,189.11452,9443
Most Medial Neck Point,-23.866009,-19.275396,174.95271,8496
Most Posterior Neck Point,-14.702549,0.85370535,190.95142,8922
Head Fit Point 1,-12.831924,-18.719196,217.54048,9925
Head Fit Point 2,-18.53028,-33.875717,214.60152,9936
Head Fit Point 3,-38.289593,-27.167435,214.17014,9871
Head Fit Point 4,-28.588907,-9.272814,217.94199,9824
Head Fit Point 5,-18.160936,-42.0073,197.75159,9714
Head Fit Point 6,-38.68405,-38.252754,193.63922,9556
Head Fit Point 7,-43.03788,-9.101363,185.16557,8866
Head Fit Point 8,-26.573593,3.6161962,202.77989,9431
Lateral Condyle,40.48636,28.839193,-190.1713,776
Medial Condyle,-10.008114,37.050278,-199.82968,422
